img_name,x1,y1,x2,y2,label,z,k-fold
./segments/images/imgc12 80.png,2,51,25,99,9,3.0,0
./segments/images/imgc12 80.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 81.png,3,52,25,99,9,3.0,0
./segments/images/imgc12 81.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 82.png,3,52,25,99,9,3.0,0
./segments/images/imgc12 82.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 83.png,5,53,25,98,9,3.0,0
./segments/images/imgc12 83.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 84.png,5,54,25,98,9,3.0,0
./segments/images/imgc12 84.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 85.png,5,54,25,98,9,3.0,0
./segments/images/imgc12 85.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 86.png,5,55,25,97,9,3.0,0
./segments/images/imgc12 86.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 87.png,5,56,24,96,9,3.0,0
./segments/images/imgc12 87.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 88.png,5,58,23,95,9,3.0,0
./segments/images/imgc12 88.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 119.png,39,71,55,94,21,3.0,0
./segments/images/imgc12 119.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 120.png,38,71,55,94,21,3.0,0
./segments/images/imgc12 120.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 121.png,38,71,55,94,21,3.0,0
./segments/images/imgc12 121.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 122.png,38,71,55,94,21,3.0,0
./segments/images/imgc12 122.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 123.png,38,71,55,94,21,3.0,0
./segments/images/imgc12 123.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 124.png,38,71,55,94,21,3.0,0
./segments/images/imgc12 124.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 125.png,38,72,55,94,21,3.0,0
./segments/images/imgc12 125.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 126.png,38,72,55,94,21,3.0,0
./segments/images/imgc12 126.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 127.png,38,73,55,94,21,3.0,0
./segments/images/imgc12 127.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 128.png,38,74,55,94,21,3.0,0
./segments/images/imgc12 128.png,0,0,110,156,bg,3.0,0
./segments/images/imgc12 129.png,38,75,54,94,21,3.0,0
./segments/images/imgc12 129.png,0,0,110,156,bg,3.0,0
./segments/images/imgc13 34.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 34.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 35.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 35.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 36.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 36.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 37.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 37.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 38.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 38.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 39.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 39.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 40.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 40.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 41.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 41.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 42.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 42.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 43.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 43.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 44.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 44.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 45.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 45.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 46.png,3,46,19,76,9,3.0,1
./segments/images/imgc13 46.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 47.png,3,46,19,75,9,3.0,1
./segments/images/imgc13 47.png,0,0,110,132,bg,3.0,1
./segments/images/imgc13 48.png,3,47,19,75,9,3.0,1
./segments/images/imgc13 48.png,0,0,110,132,bg,3.0,1
./segments/images/imgc14 77.png,45,37,63,53,32,3.0,0
./segments/images/imgc14 77.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 78.png,44,37,66,53,32,3.0,0
./segments/images/imgc14 78.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 79.png,44,37,67,54,32,3.0,0
./segments/images/imgc14 79.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 80.png,44,34,67,54,32,3.0,0
./segments/images/imgc14 80.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 81.png,44,33,67,54,32,3.0,0
./segments/images/imgc14 81.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 82.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 82.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 83.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 83.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 84.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 84.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 85.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 85.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 86.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 86.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 87.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 87.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 88.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 88.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 89.png,44,33,67,55,32,3.0,0
./segments/images/imgc14 89.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 90.png,44,34,67,55,32,3.0,0
./segments/images/imgc14 90.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 91.png,44,34,67,55,32,3.0,0
./segments/images/imgc14 91.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 92.png,44,35,67,55,32,3.0,0
./segments/images/imgc14 92.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 93.png,44,35,67,56,32,3.0,0
./segments/images/imgc14 93.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 94.png,44,35,67,56,32,3.0,0
./segments/images/imgc14 94.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 95.png,44,36,67,56,32,3.0,0
./segments/images/imgc14 95.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 96.png,44,36,67,56,32,3.0,0
./segments/images/imgc14 96.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 97.png,44,36,67,56,32,3.0,0
./segments/images/imgc14 97.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 98.png,44,36,67,56,32,3.0,0
./segments/images/imgc14 98.png,0,0,110,124,bg,3.0,0
./segments/images/imgc14 99.png,44,36,66,56,32,3.0,0
./segments/images/imgc14 99.png,0,0,110,124,bg,3.0,0
./segments/images/imgc16 62.png,9,37,26,60,11,1.0,2
./segments/images/imgc16 62.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 63.png,8,37,26,60,11,1.0,2
./segments/images/imgc16 63.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 64.png,8,37,26,60,11,1.0,2
./segments/images/imgc16 64.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 65.png,8,37,26,60,11,1.0,2
./segments/images/imgc16 65.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 66.png,8,37,26,60,11,1.0,2
./segments/images/imgc16 66.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 67.png,8,37,26,60,11,1.0,2
./segments/images/imgc16 67.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 68.png,8,37,26,59,11,1.0,2
./segments/images/imgc16 68.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 69.png,8,37,26,58,11,1.0,2
./segments/images/imgc16 69.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 70.png,8,38,25,57,11,1.0,2
./segments/images/imgc16 70.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 71.png,8,39,24,57,11,1.0,2
./segments/images/imgc16 71.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 72.png,8,39,24,56,11,1.0,2
./segments/images/imgc16 72.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 73.png,8,39,24,56,11,1.0,2
./segments/images/imgc16 73.png,0,0,110,152,bg,1.0,2
./segments/images/imgc16 74.png,8,39,24,55,11,1.0,2
./segments/images/imgc16 74.png,0,0,110,152,bg,1.0,2
./segments/images/imgc2 81.png,55,79,71,98,21,5.0,0
./segments/images/imgc2 81.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 82.png,53,79,71,98,21,5.0,0
./segments/images/imgc2 82.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 83.png,53,78,71,98,21,5.0,0
./segments/images/imgc2 83.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 84.png,53,78,71,98,21,5.0,0
./segments/images/imgc2 84.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 85.png,51,78,71,98,21,5.0,0
./segments/images/imgc2 85.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 86.png,51,78,70,98,21,5.0,0
./segments/images/imgc2 86.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 87.png,51,78,70,97,21,5.0,0
./segments/images/imgc2 87.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 88.png,51,78,70,97,21,5.0,0
./segments/images/imgc2 88.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 89.png,51,78,68,97,21,5.0,0
./segments/images/imgc2 89.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 90.png,45,49,66,78,21,5.0,0
./segments/images/imgc2 90.png,51,79,68,97,21,5.0,0
./segments/images/imgc2 90.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 91.png,45,49,66,78,21,5.0,0
./segments/images/imgc2 91.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 92.png,43,49,66,78,21,5.0,0
./segments/images/imgc2 92.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 93.png,43,49,66,78,21,5.0,0
./segments/images/imgc2 93.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 94.png,43,49,65,78,21,5.0,0
./segments/images/imgc2 94.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 95.png,43,50,65,78,21,5.0,0
./segments/images/imgc2 95.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 96.png,43,51,63,78,21,5.0,0
./segments/images/imgc2 96.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 97.png,43,52,61,77,21,5.0,0
./segments/images/imgc2 97.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 98.png,43,54,61,76,21,5.0,0
./segments/images/imgc2 98.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 99.png,43,54,61,76,21,5.0,0
./segments/images/imgc2 99.png,0,0,110,120,bg,5.0,0
./segments/images/imgc2 100.png,43,55,60,74,21,5.0,0
./segments/images/imgc2 100.png,0,0,110,120,bg,5.0,0
./segments/images/imgc20 56.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 56.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 57.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 57.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 58.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 58.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 59.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 59.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 60.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 60.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 61.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 61.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 62.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 62.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 63.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 63.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 64.png,0,54,25,109,9,3.0,2
./segments/images/imgc20 64.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 65.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 65.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 66.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 66.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 67.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 67.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 68.png,0,54,26,109,9,3.0,2
./segments/images/imgc20 68.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 69.png,0,54,27,109,9,3.0,2
./segments/images/imgc20 69.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 70.png,0,54,27,109,9,3.0,2
./segments/images/imgc20 70.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 71.png,0,54,27,108,9,3.0,2
./segments/images/imgc20 71.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 72.png,0,54,27,108,9,3.0,2
./segments/images/imgc20 72.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 73.png,0,54,27,108,9,3.0,2
./segments/images/imgc20 73.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 74.png,0,54,27,108,9,3.0,2
./segments/images/imgc20 74.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 75.png,0,54,27,108,9,3.0,2
./segments/images/imgc20 75.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 76.png,0,55,27,107,9,3.0,2
./segments/images/imgc20 76.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 77.png,0,55,27,107,9,3.0,2
./segments/images/imgc20 77.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 78.png,0,55,27,107,9,3.0,2
./segments/images/imgc20 78.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 79.png,0,56,27,106,9,3.0,2
./segments/images/imgc20 79.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 80.png,0,56,26,106,9,3.0,2
./segments/images/imgc20 80.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 81.png,38,48,54,66,32,3.0,2
./segments/images/imgc20 81.png,0,57,26,105,9,3.0,2
./segments/images/imgc20 81.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 82.png,38,48,54,67,32,3.0,2
./segments/images/imgc20 82.png,0,58,26,104,9,3.0,2
./segments/images/imgc20 82.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 83.png,38,48,55,68,32,3.0,2
./segments/images/imgc20 83.png,0,58,26,104,9,3.0,2
./segments/images/imgc20 83.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 84.png,38,47,55,68,32,3.0,2
./segments/images/imgc20 84.png,0,59,25,103,9,3.0,2
./segments/images/imgc20 84.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 85.png,38,47,55,69,32,3.0,2
./segments/images/imgc20 85.png,1,60,25,102,9,3.0,2
./segments/images/imgc20 85.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 86.png,38,47,55,69,32,3.0,2
./segments/images/imgc20 86.png,1,61,24,101,9,3.0,2
./segments/images/imgc20 86.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 87.png,38,47,55,70,32,3.0,2
./segments/images/imgc20 87.png,2,62,23,100,9,3.0,2
./segments/images/imgc20 87.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 88.png,38,47,55,70,32,3.0,2
./segments/images/imgc20 88.png,3,64,22,99,9,3.0,2
./segments/images/imgc20 88.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 89.png,38,47,55,71,32,3.0,2
./segments/images/imgc20 89.png,4,65,21,97,9,3.0,2
./segments/images/imgc20 89.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 90.png,38,47,55,72,32,3.0,2
./segments/images/imgc20 90.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 91.png,38,47,55,72,32,3.0,2
./segments/images/imgc20 91.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 92.png,38,48,55,72,32,3.0,2
./segments/images/imgc20 92.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 93.png,38,48,55,72,32,3.0,2
./segments/images/imgc20 93.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 94.png,38,49,55,73,32,3.0,2
./segments/images/imgc20 94.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 95.png,38,49,55,74,32,3.0,2
./segments/images/imgc20 95.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 96.png,38,50,55,75,32,3.0,2
./segments/images/imgc20 96.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 97.png,38,52,55,75,32,3.0,2
./segments/images/imgc20 97.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 98.png,38,52,55,77,32,3.0,2
./segments/images/imgc20 98.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 99.png,38,53,55,78,32,3.0,2
./segments/images/imgc20 99.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 100.png,38,54,55,79,32,3.0,2
./segments/images/imgc20 100.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 101.png,38,55,55,80,32,3.0,2
./segments/images/imgc20 101.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 102.png,38,56,55,81,32,3.0,2
./segments/images/imgc20 102.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 103.png,38,57,55,82,32,3.0,2
./segments/images/imgc20 103.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 104.png,38,58,55,83,32,3.0,2
./segments/images/imgc20 104.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 105.png,38,59,55,84,32,3.0,2
./segments/images/imgc20 105.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 106.png,38,59,55,84,32,3.0,2
./segments/images/imgc20 106.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 107.png,38,60,55,84,32,3.0,2
./segments/images/imgc20 107.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 108.png,38,60,55,84,32,3.0,2
./segments/images/imgc20 108.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 109.png,38,61,55,84,32,3.0,2
./segments/images/imgc20 109.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 110.png,38,62,55,84,32,3.0,2
./segments/images/imgc20 110.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 111.png,38,63,55,84,32,3.0,2
./segments/images/imgc20 111.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 112.png,39,64,55,84,32,3.0,2
./segments/images/imgc20 112.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 113.png,39,64,55,84,32,3.0,2
./segments/images/imgc20 113.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 117.png,23,67,43,96,21,3.0,2
./segments/images/imgc20 117.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 118.png,23,67,43,96,21,3.0,2
./segments/images/imgc20 118.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 119.png,23,67,43,97,21,3.0,2
./segments/images/imgc20 119.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 120.png,23,67,43,97,21,3.0,2
./segments/images/imgc20 120.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 121.png,23,68,43,98,21,3.0,2
./segments/images/imgc20 121.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 122.png,23,68,43,98,21,3.0,2
./segments/images/imgc20 122.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 123.png,23,70,43,98,21,3.0,2
./segments/images/imgc20 123.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 124.png,23,71,43,98,21,3.0,2
./segments/images/imgc20 124.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 125.png,24,73,43,98,21,3.0,2
./segments/images/imgc20 125.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 126.png,24,76,42,98,21,3.0,2
./segments/images/imgc20 126.png,0,0,110,164,bg,3.0,2
./segments/images/imgc20 127.png,25,79,41,98,21,3.0,2
./segments/images/imgc20 127.png,0,0,110,164,bg,3.0,2
./segments/images/imgc22 55.png,7,72,23,100,11,2.9997559,0
./segments/images/imgc22 55.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 56.png,7,72,23,101,11,2.9997559,0
./segments/images/imgc22 56.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 57.png,7,72,23,101,11,2.9997559,0
./segments/images/imgc22 57.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 58.png,7,72,23,101,11,2.9997559,0
./segments/images/imgc22 58.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 59.png,7,72,23,101,11,2.9997559,0
./segments/images/imgc22 59.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 60.png,7,72,23,101,11,2.9997559,0
./segments/images/imgc22 60.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 80.png,39,74,55,92,21,2.9997559,0
./segments/images/imgc22 80.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 81.png,39,74,55,92,21,2.9997559,0
./segments/images/imgc22 81.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 82.png,39,74,55,92,21,2.9997559,0
./segments/images/imgc22 82.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 83.png,39,74,55,92,21,2.9997559,0
./segments/images/imgc22 83.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 84.png,38,74,55,92,21,2.9997559,0
./segments/images/imgc22 84.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 85.png,37,74,55,92,21,2.9997559,0
./segments/images/imgc22 85.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 86.png,37,74,55,92,21,2.9997559,0
./segments/images/imgc22 86.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 87.png,36,73,55,91,21,2.9997559,0
./segments/images/imgc22 87.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 88.png,36,72,54,91,21,2.9997559,0
./segments/images/imgc22 88.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 89.png,36,72,54,90,21,2.9997559,0
./segments/images/imgc22 89.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc22 90.png,36,72,53,88,21,2.9997559,0
./segments/images/imgc22 90.png,0,0,110,144,bg,2.9997559,0
./segments/images/imgc26 94.png,50,96,68,116,21,3.0,1
./segments/images/imgc26 94.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 95.png,50,96,68,116,21,3.0,1
./segments/images/imgc26 95.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 96.png,49,96,68,116,21,3.0,1
./segments/images/imgc26 96.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 97.png,47,96,68,116,21,3.0,1
./segments/images/imgc26 97.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 98.png,46,96,68,116,21,3.0,1
./segments/images/imgc26 98.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 99.png,46,97,68,116,21,3.0,1
./segments/images/imgc26 99.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 100.png,46,97,68,115,21,3.0,1
./segments/images/imgc26 100.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 101.png,46,97,68,114,21,3.0,1
./segments/images/imgc26 101.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 102.png,46,97,68,114,21,3.0,1
./segments/images/imgc26 102.png,0,0,110,156,bg,3.0,1
./segments/images/imgc26 103.png,46,96,68,113,21,3.0,1
./segments/images/imgc26 103.png,0,0,110,156,bg,3.0,1
./segments/images/imgc3 97.png,40,63,60,80,21,3.0,0
./segments/images/imgc3 97.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 98.png,40,63,60,79,21,3.0,0
./segments/images/imgc3 98.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 99.png,36,63,60,79,21,3.0,0
./segments/images/imgc3 99.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 100.png,35,63,59,80,21,3.0,0
./segments/images/imgc3 100.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 101.png,35,64,57,80,21,3.0,0
./segments/images/imgc3 101.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 102.png,35,64,56,81,21,3.0,0
./segments/images/imgc3 102.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 103.png,35,64,55,81,21,3.0,0
./segments/images/imgc3 103.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 104.png,35,65,55,81,21,3.0,0
./segments/images/imgc3 104.png,0,0,110,136,bg,3.0,0
./segments/images/imgc3 105.png,35,65,55,81,21,3.0,0
./segments/images/imgc3 105.png,0,0,110,136,bg,3.0,0
./segments/images/imgc30 101.png,46,96,70,112,21,3.0,0
./segments/images/imgc30 101.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 102.png,46,96,70,112,21,3.0,0
./segments/images/imgc30 102.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 103.png,46,96,69,112,21,3.0,0
./segments/images/imgc30 103.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 104.png,46,96,67,112,21,3.0,0
./segments/images/imgc30 104.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 105.png,46,96,67,112,21,3.0,0
./segments/images/imgc30 105.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 106.png,46,96,67,112,21,3.0,0
./segments/images/imgc30 106.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 107.png,46,96,67,112,21,3.0,0
./segments/images/imgc30 107.png,0,0,110,148,bg,3.0,0
./segments/images/imgc30 108.png,46,96,67,112,21,3.0,0
./segments/images/imgc30 108.png,0,0,110,148,bg,3.0,0
./segments/images/imgc31 55.png,12,60,31,97,9,3.0,0
./segments/images/imgc31 55.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 56.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 56.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 57.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 57.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 58.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 58.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 59.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 59.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 60.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 60.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 61.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 61.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 62.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 62.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 63.png,11,60,31,97,9,3.0,0
./segments/images/imgc31 63.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 64.png,11,60,31,96,9,3.0,0
./segments/images/imgc31 64.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 65.png,11,60,31,96,9,3.0,0
./segments/images/imgc31 65.png,0,0,110,164,bg,3.0,0
./segments/images/imgc31 66.png,11,61,31,96,9,3.0,0
